id,id_mapper,chapter,kapitelbezeichnung,bezeichnung,finaler_beschluss,snomed_code,descriptor,equ_jens,equ_mareike,equi_final,finales_konzept,agreement,map,kapitel
47,83f,02-02-01-03-03,02 Allgemeinstatus,Koronare Herzkrankheit,1 „ja“,53741008,Coronary arteriosclerosis (disorder),"Equivalence of meaning, but with synonymy.","Equivalence of meaning, but with synonymy.","Equivalence of meaning, but with synonymy.",1,TRUE,1,02
47,605,02-02-01-03-03,02 Allgemeinstatus,Koronare Herzkrankheit,1 „ja“,53741008,Coronary arteriosclerosis (disorder),"Equivalence of meaning, but with synonymy.","Equivalence of meaning, but with synonymy.","Equivalence of meaning, but with synonymy.",1,TRUE,1,02
49,9f6,02-02-01-04-04,02 Allgemeinstatus,Gerinnungsstörung,1 „ja“,64779008,Blood coagulation disorder (disorder),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,02
49,605,02-02-01-04-04,02 Allgemeinstatus,Gerinnungsstörung,1 „ja“,64779008,Blood coagulation disorder (disorder),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,02
49,83f,02-02-01-04-04,02 Allgemeinstatus,Gerinnungsstörung,1 „ja“,64779008,Blood coagulation disorder (disorder),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,02
51,605,02-02-01-05-05,02 Allgemeinstatus,Zustand nach Thrombose,1 „ja“,275546001,History of thrombosis (situation),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,02
51,83f,02-02-01-05-05,02 Allgemeinstatus,Zustand nach Thrombose,1 „ja“,275546001,History of thrombosis (situation),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,02
51,9f6,02-02-01-05-05,02 Allgemeinstatus,Zustand nach Thrombose,1 „ja“,439127006,Thrombosis (disorder),No map is possible,No map is possible,Source concept is narrower and has a more specific meaning than the target concept,2,TRUE,1,02
52,9f6,02-02-02,02 Allgemeinstatus,Pulmonale Erkrankungen,-,19829001,Disorder of lung (disorder),"Equivalence of meaning, but with synonymy.","Equivalence of meaning, but with synonymy.","Equivalence of meaning, but with synonymy.",1,TRUE,1,02
52,605,02-02-02,02 Allgemeinstatus,Pulmonale Erkrankungen,-,19829001,Disorder of lung (disorder),"Equivalence of meaning, but with synonymy.","Equivalence of meaning, but with synonymy.","Equivalence of meaning, but with synonymy.",1,TRUE,1,02
52,83f,02-02-02,02 Allgemeinstatus,Pulmonale Erkrankungen,-,19829001,Disorder of lung (disorder),"Equivalence of meaning, but with synonymy.","Equivalence of meaning, but with synonymy.","Equivalence of meaning, but with synonymy.",1,TRUE,1,02
54,605,02-02-02-01-01,02 Allgemeinstatus,Asthma bronchiale,1 „ja“,195967001,Asthma (disorder),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,02
54,83f,02-02-02-01-01,02 Allgemeinstatus,Asthma bronchiale,1 „ja“,195967001,Asthma (disorder),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,02
54,9f6,02-02-02-01-01,02 Allgemeinstatus,Asthma bronchiale,1 „ja“,195967001,Asthma (disorder),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,02
56,605,02-02-02-02-02,02 Allgemeinstatus,Chronische Bronchitis,1 „ja“,63480004,Chronic bronchitis (disorder),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,02
56,83f,02-02-02-02-02,02 Allgemeinstatus,Chronische Bronchitis,1 „ja“,63480004,Chronic bronchitis (disorder),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,02
56,9f6,02-02-02-02-02,02 Allgemeinstatus,Chronische Bronchitis,1 „ja“,13645005,Chronic obstructive lung disease (disorder),No map is possible,No map is possible,No map is possible,2,TRUE,1,02
57,9f6,02-02-03,02 Allgemeinstatus,Stoffwechselstörungen,-,75934005,Metabolic disease (disorder),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,02
57,605,02-02-03,02 Allgemeinstatus,Stoffwechselstörungen,-,75934005,Metabolic disease (disorder),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,02
57,83f,02-02-03,02 Allgemeinstatus,Stoffwechselstörungen,-,75934005,Metabolic disease (disorder),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,02
59,83f,02-02-03-01-01,02 Allgemeinstatus,Diabetes mellitus,1 „ja“,73211009,Diabetes mellitus (disorder),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,02
59,605,02-02-03-01-01,02 Allgemeinstatus,Diabetes mellitus,1 „ja“,73211009,Diabetes mellitus (disorder),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,02
59,9f6,02-02-03-01-01,02 Allgemeinstatus,Diabetes mellitus,1 „ja“,73211009,Diabetes mellitus (disorder),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,02
60,605,02-02-03-02-02,02 Allgemeinstatus,Diabetes mellitus Typ,1 „Typ 1“,46635009,Diabetes mellitus type 1 (disorder),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,02
60,9f6,02-02-03-02-02,02 Allgemeinstatus,Diabetes mellitus Typ,1 „Typ 1“,46635009,Diabetes mellitus type 1 (disorder),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,02
60,83f,02-02-03-02-02,02 Allgemeinstatus,Diabetes mellitus Typ,1 „Typ 1“,46635009,Diabetes mellitus type 1 (disorder),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,02
61,605,02-02-03-02-02,02 Allgemeinstatus,Diabetes mellitus Typ,2 „Typ 2“,44054006,Diabetes mellitus type 2 (disorder),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,02
61,83f,02-02-03-02-02,02 Allgemeinstatus,Diabetes mellitus Typ,2 „Typ 2“,44054006,Diabetes mellitus type 2 (disorder),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,02
61,9f6,02-02-03-02-02,02 Allgemeinstatus,Diabetes mellitus Typ,2 „Typ 2“,44054006,Diabetes mellitus type 2 (disorder),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,02
62,605,02-02-03-02-02,02 Allgemeinstatus,Diabetes mellitus Typ,3 „Typ 3“,no map,NA,No map is possible,No map is possible,No map is possible,2,TRUE,1,02
62,9f6,02-02-03-02-02,02 Allgemeinstatus,Diabetes mellitus Typ,3 „Typ 3“,no map,NA,No map is possible,No map is possible,No map is possible,2,TRUE,1,02
62,83f,02-02-03-02-02,02 Allgemeinstatus,Diabetes mellitus Typ,3 „Typ 3“,no map,NA,No map is possible,No map is possible,No map is possible,2,TRUE,1,02
63,605,02-02-03-03-03,02 Allgemeinstatus,Diabetes mellitus Erkrankungsdauer,In Jahren,no map,NA,No map is possible,No map is possible,No map is possible,2,TRUE,1,02
63,83f,02-02-03-03-03,02 Allgemeinstatus,Diabetes mellitus Erkrankungsdauer,In Jahren,103335007,Duration (attribute),No map is possible,No map is possible,No map is possible,2,TRUE,1,02
63,9f6,02-02-03-03-03,02 Allgemeinstatus,Diabetes mellitus Erkrankungsdauer,In Jahren,no map,NA,No map is possible,No map is possible,No map is possible,2,TRUE,1,02
65,605,02-02-03-04-04,02 Allgemeinstatus,Hyperurikämie,1 „ja“,35885006,Hyperuricemia (disorder),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,02
65,9f6,02-02-03-04-04,02 Allgemeinstatus,Hyperurikämie,1 „ja“,35885006,Hyperuricemia (disorder),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,02
65,83f,02-02-03-04-04,02 Allgemeinstatus,Hyperurikämie,1 „ja“,35885006,Hyperuricemia (disorder),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,02
67,83f,02-02-03-05-05,02 Allgemeinstatus,Lipidstoffwechselstörung,1 „ja“,267431006,Disorder of lipid metabolism (disorder),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,02
67,605,02-02-03-05-05,02 Allgemeinstatus,Lipidstoffwechselstörung,1 „ja“,267431006,Disorder of lipid metabolism (disorder),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,02
67,9f6,02-02-03-05-05,02 Allgemeinstatus,Lipidstoffwechselstörung,1 „ja“,267431006,Disorder of lipid metabolism (disorder),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,02
69,83f,02-02-03-06-06,02 Allgemeinstatus,Mangelernährung,1 „ja“,2492009,Nutritional disorder (disorder),Source concept is narrower and has a more specific meaning than the target concept,"Equivalence of meaning; lexical, as well as conceptual",Source concept is narrower and has a more specific meaning than the target concept,1,FALSE,1,02
69,9f6,02-02-03-06-06,02 Allgemeinstatus,Mangelernährung,1 „ja“,2492009,Nutritional disorder (disorder),Source concept is narrower and has a more specific meaning than the target concept,"Equivalence of meaning; lexical, as well as conceptual",Source concept is narrower and has a more specific meaning than the target concept,1,FALSE,1,02
69,605,02-02-03-06-06,02 Allgemeinstatus,Mangelernährung,1 „ja“,2492009,Nutritional disorder (disorder),Source concept is narrower and has a more specific meaning than the target concept,"Equivalence of meaning; lexical, as well as conceptual",Source concept is narrower and has a more specific meaning than the target concept,1,FALSE,1,02
71,605,02-02-04,02 Allgemeinstatus,Infektionskrankheiten,1 „ja“,40733004,Infectious disease (disorder),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,02
71,9f6,02-02-04,02 Allgemeinstatus,Infektionskrankheiten,1 „ja“,40733004,Infectious disease (disorder),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,02
71,83f,02-02-04,02 Allgemeinstatus,Infektionskrankheiten,1 „ja“,40733004,Infectious disease (disorder),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,02
73,83f,02-02-04-01-01,02 Allgemeinstatus,Tuberkulose,1 „ja“,56717001,Tuberculosis (disorder),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,02
73,605,02-02-04-01-01,02 Allgemeinstatus,Tuberkulose,1 „ja“,56717001,Tuberculosis (disorder),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,02
73,9f6,02-02-04-01-01,02 Allgemeinstatus,Tuberkulose,1 „ja“,56717001,Tuberculosis (disorder),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,02
75,605,02-02-04-02-02,02 Allgemeinstatus,Hepatitis,1 „ja“,128241005,Inflammatory disease of liver (disorder),"Equivalence of meaning, but with synonymy.","Equivalence of meaning, but with synonymy.","Equivalence of meaning, but with synonymy.",1,TRUE,1,02
75,83f,02-02-04-02-02,02 Allgemeinstatus,Hepatitis,1 „ja“,128241005,Inflammatory disease of liver (disorder),"Equivalence of meaning, but with synonymy.","Equivalence of meaning, but with synonymy.","Equivalence of meaning, but with synonymy.",1,TRUE,1,02
